year,artist,song,track_id,acousticness,analysis_url,danceability,duration_ms,energy,error,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
2010,Alicia Keys,Un-Thinkable (I'm Ready),4JOP8ELK6AaeySe7sKe996,0.732,https://api.spotify.com/v1/audio-analysis/4JOP8ELK6AaeySe7sKe996,0.595,249240,0.507,,4JOP8ELK6AaeySe7sKe996,1.97E-05,7,0.106,-7.892,1,0.0618,86.099,4,https://api.spotify.com/v1/tracks/4JOP8ELK6AaeySe7sKe996,audio_features,spotify:track:4JOP8ELK6AaeySe7sKe996,0.337
2010,Usher,There Goes My Baby,6IUiqtI8tE49sqGbmtrNd8,0.175,https://api.spotify.com/v1/audio-analysis/6IUiqtI8tE49sqGbmtrNd8,0.626,281293,0.52,,6IUiqtI8tE49sqGbmtrNd8,0,9,0.13,-8.077,0,0.0892,77.468,4,https://api.spotify.com/v1/tracks/6IUiqtI8tE49sqGbmtrNd8,audio_features,spotify:track:6IUiqtI8tE49sqGbmtrNd8,0.257
2010,Melanie Fiona,It Kills Me,6qU37BgVfPhpb2rhYzZWrF,0.215,https://api.spotify.com/v1/audio-analysis/6qU37BgVfPhpb2rhYzZWrF,0.62,250413,0.789,,6qU37BgVfPhpb2rhYzZWrF,0,8,0.1,-4.265,1,0.0469,107.359,4,https://api.spotify.com/v1/tracks/6qU37BgVfPhpb2rhYzZWrF,audio_features,spotify:track:6qU37BgVfPhpb2rhYzZWrF,0.444
2010,Monica,Everything To Me,4ZOkuIDN8wRczzu1XUYC4y,0.479,https://api.spotify.com/v1/audio-analysis/4ZOkuIDN8wRczzu1XUYC4y,0.308,196960,0.529,,4ZOkuIDN8wRczzu1XUYC4y,0,7,0.441,-5.319,0,0.0874,80.794,4,https://api.spotify.com/v1/tracks/4ZOkuIDN8wRczzu1XUYC4y,audio_features,spotify:track:4ZOkuIDN8wRczzu1XUYC4y,0.485
2010,Trey Songz Featuring Fabolous,Say Aah,2fQ6sBFWaLv2Gxos4igHLy,0.00453,https://api.spotify.com/v1/audio-analysis/2fQ6sBFWaLv2Gxos4igHLy,0.724,207547,0.87,,2fQ6sBFWaLv2Gxos4igHLy,0,1,0.833,-3.614,0,0.113,93.01,4,https://api.spotify.com/v1/tracks/2fQ6sBFWaLv2Gxos4igHLy,audio_features,spotify:track:2fQ6sBFWaLv2Gxos4igHLy,0.81
2010,Trey Songz,Neighbors Know My Name,6jvvpPJQJy5rMOEkLlADl6,0.0379,https://api.spotify.com/v1/audio-analysis/6jvvpPJQJy5rMOEkLlADl6,0.663,186307,0.693,,6jvvpPJQJy5rMOEkLlADl6,0,7,0.162,-5.776,0,0.0635,120.026,4,https://api.spotify.com/v1/tracks/6jvvpPJQJy5rMOEkLlADl6,audio_features,spotify:track:6jvvpPJQJy5rMOEkLlADl6,0.391
2010,Usher Featuring Plies,Hey Daddy (Daddy's Home),1kLYMOFEzQX9PgdKB7VkSL,0.000299,https://api.spotify.com/v1/audio-analysis/1kLYMOFEzQX9PgdKB7VkSL,0.402,256293,0.741,,1kLYMOFEzQX9PgdKB7VkSL,0,11,0.203,-3.822,1,0.0411,127.835,5,https://api.spotify.com/v1/tracks/1kLYMOFEzQX9PgdKB7VkSL,audio_features,spotify:track:1kLYMOFEzQX9PgdKB7VkSL,0.356
2010,Mary J. Blige,I Am,4gGYiGsxhPYpsGIttWLwlT,0.0663,https://api.spotify.com/v1/audio-analysis/4gGYiGsxhPYpsGIttWLwlT,0.599,237493,0.565,,4gGYiGsxhPYpsGIttWLwlT,0,11,0.207,-4.663,0,0.0334,82.251,4,https://api.spotify.com/v1/tracks/4gGYiGsxhPYpsGIttWLwlT,audio_features,spotify:track:4gGYiGsxhPYpsGIttWLwlT,0.576
2010,Chris Brown Featuring Tyga & Kevin McCall,Deuces,0k6DnZMLoEUH8NGD5zh2SE,0.0399,https://api.spotify.com/v1/audio-analysis/0k6DnZMLoEUH8NGD5zh2SE,0.823,225227,0.563,,0k6DnZMLoEUH8NGD5zh2SE,0,6,0.0851,-5.095,1,0.0443,98.031,4,https://api.spotify.com/v1/tracks/0k6DnZMLoEUH8NGD5zh2SE,audio_features,spotify:track:0k6DnZMLoEUH8NGD5zh2SE,0.682
2010,Robin Thicke,Sex Therapy,6MmxDAqXSxFS9dLQs1l7DT,0.679,https://api.spotify.com/v1/audio-analysis/6MmxDAqXSxFS9dLQs1l7DT,0.692,275147,0.521,,6MmxDAqXSxFS9dLQs1l7DT,0,3,0.216,-4.559,1,0.0301,112.024,4,https://api.spotify.com/v1/tracks/6MmxDAqXSxFS9dLQs1l7DT,audio_features,spotify:track:6MmxDAqXSxFS9dLQs1l7DT,0.373
2010,Monica,Love All Over Me,3jmrIQTRL9ea0Xv4yCvJEJ,0.546,https://api.spotify.com/v1/audio-analysis/3jmrIQTRL9ea0Xv4yCvJEJ,0.514,229947,0.628,,3jmrIQTRL9ea0Xv4yCvJEJ,0,4,0.161,-5.661,0,0.0451,129.539,4,https://api.spotify.com/v1/tracks/3jmrIQTRL9ea0Xv4yCvJEJ,audio_features,spotify:track:3jmrIQTRL9ea0Xv4yCvJEJ,0.422
2010,Trey Songz Featuring Drake,I Invented Sex,1Ug1mV9h5qVSs4rvvnQWux,0.0678,https://api.spotify.com/v1/audio-analysis/1Ug1mV9h5qVSs4rvvnQWux,0.69,247933,0.76,,1Ug1mV9h5qVSs4rvvnQWux,0,0,0.184,-4.778,1,0.0587,89.958,4,https://api.spotify.com/v1/tracks/1Ug1mV9h5qVSs4rvvnQWux,audio_features,spotify:track:1Ug1mV9h5qVSs4rvvnQWux,0.468
2010,Ludacris,How Low,1WtTLtofvcjQM3sXSMkDdX,0.00248,https://api.spotify.com/v1/audio-analysis/1WtTLtofvcjQM3sXSMkDdX,0.784,201587,0.498,,1WtTLtofvcjQM3sXSMkDdX,1.23E-06,1,0.224,-6.977,1,0.0533,143.96,4,https://api.spotify.com/v1/tracks/1WtTLtofvcjQM3sXSMkDdX,audio_features,spotify:track:1WtTLtofvcjQM3sXSMkDdX,0.418
2010,Timbaland Featuring Drake,Say Something,7qje9qxLncMESiPeI27SAn,0.0912,https://api.spotify.com/v1/audio-analysis/7qje9qxLncMESiPeI27SAn,0.559,240920,0.741,,7qje9qxLncMESiPeI27SAn,0,11,0.735,-4.491,1,0.0889,79.887,4,https://api.spotify.com/v1/tracks/7qje9qxLncMESiPeI27SAn,audio_features,spotify:track:7qje9qxLncMESiPeI27SAn,0.718
2010,Drake,Find Your Love,4BycRneKmOs6MhYG9THsuX,0.0246,https://api.spotify.com/v1/audio-analysis/4BycRneKmOs6MhYG9THsuX,0.623,208947,0.598,,4BycRneKmOs6MhYG9THsuX,0,6,0.0324,-5.914,0,0.167,96.081,4,https://api.spotify.com/v1/tracks/4BycRneKmOs6MhYG9THsuX,audio_features,spotify:track:4BycRneKmOs6MhYG9THsuX,0.822
2010,Drake,Over,6BdgtqiV3oXNqBikezwdvC,0.0113,https://api.spotify.com/v1/audio-analysis/6BdgtqiV3oXNqBikezwdvC,0.337,233560,0.853,,6BdgtqiV3oXNqBikezwdvC,0,7,0.14,-5.611,1,0.278,101.034,5,https://api.spotify.com/v1/tracks/6BdgtqiV3oXNqBikezwdvC,audio_features,spotify:track:6BdgtqiV3oXNqBikezwdvC,0.427
2010,Ludacris Featuring Nicki Minaj,My Chick Bad,3bMNprrp2JDKZsGbiXpsJl,0.172,https://api.spotify.com/v1/audio-analysis/3bMNprrp2JDKZsGbiXpsJl,0.624,216933,0.723,,3bMNprrp2JDKZsGbiXpsJl,0,1,0.483,-6.782,1,0.378,84.789,4,https://api.spotify.com/v1/tracks/3bMNprrp2JDKZsGbiXpsJl,audio_features,spotify:track:3bMNprrp2JDKZsGbiXpsJl,0.757
2010,Jaheim,Ain't Leavin Without You,7nkIQ02m4KItFfDfWrEApi,0.151,https://api.spotify.com/v1/audio-analysis/7nkIQ02m4KItFfDfWrEApi,0.741,200613,0.754,,7nkIQ02m4KItFfDfWrEApi,0,10,0.265,-5.899,0,0.247,98.929,4,https://api.spotify.com/v1/tracks/7nkIQ02m4KItFfDfWrEApi,audio_features,spotify:track:7nkIQ02m4KItFfDfWrEApi,0.819
2010,Young Jeezy Featuring Plies,Lose My Mind,0Ft6hwGWdCdujdK6TOfBV7,0.0632,https://api.spotify.com/v1/audio-analysis/0Ft6hwGWdCdujdK6TOfBV7,0.705,241947,0.75,,0Ft6hwGWdCdujdK6TOfBV7,0,1,0.146,-4.558,1,0.0522,77.817,4,https://api.spotify.com/v1/tracks/0Ft6hwGWdCdujdK6TOfBV7,audio_features,spotify:track:0Ft6hwGWdCdujdK6TOfBV7,0.392
2010,Alicia Keys,Try Sleeping With A Broken Heart,1yK9LISg5uBOOW5bT2Wm0i,0.158,https://api.spotify.com/v1/audio-analysis/1yK9LISg5uBOOW5bT2Wm0i,0.496,249013,0.82,,1yK9LISg5uBOOW5bT2Wm0i,0.246,5,0.13,-5.155,1,0.112,110.977,5,https://api.spotify.com/v1/tracks/1yK9LISg5uBOOW5bT2Wm0i,audio_features,spotify:track:1yK9LISg5uBOOW5bT2Wm0i,0.549
2010,Young Money Featuring Lloyd,BedRock,3iL2l5gUqyPS6vDwJFgJTR,0.109,https://api.spotify.com/v1/audio-analysis/3iL2l5gUqyPS6vDwJFgJTR,0.732,288133,0.659,,3iL2l5gUqyPS6vDwJFgJTR,0,8,0.141,-6.089,1,0.225,148.001,4,https://api.spotify.com/v1/tracks/3iL2l5gUqyPS6vDwJFgJTR,audio_features,spotify:track:3iL2l5gUqyPS6vDwJFgJTR,0.575
2010,Fantasia,Bittersweet,7lDO0HIPCt63UJj5b20Dft,0.0266,https://api.spotify.com/v1/audio-analysis/7lDO0HIPCt63UJj5b20Dft,0.74,236640,0.81,,7lDO0HIPCt63UJj5b20Dft,2.40E-05,8,0.0433,-5.231,1,0.0755,129.972,4,https://api.spotify.com/v1/tracks/7lDO0HIPCt63UJj5b20Dft,audio_features,spotify:track:7lDO0HIPCt63UJj5b20Dft,0.436
2010,Maxwell,Fistful Of Tears,3uMigZrW9l9De8roOy6CAn,0.176,https://api.spotify.com/v1/audio-analysis/3uMigZrW9l9De8roOy6CAn,0.744,219267,0.62,,3uMigZrW9l9De8roOy6CAn,0,0,0.101,-6.995,1,0.0558,123.032,3,https://api.spotify.com/v1/tracks/3uMigZrW9l9De8roOy6CAn,audio_features,spotify:track:3uMigZrW9l9De8roOy6CAn,0.701
2010,Drake Featuring Lil Wayne,Miss Me,1U4mweNwisxNj23ffuC9gO,0.0844,https://api.spotify.com/v1/audio-analysis/1U4mweNwisxNj23ffuC9gO,0.474,305520,0.867,,1U4mweNwisxNj23ffuC9gO,0,11,0.334,-6.027,0,0.557,153.939,4,https://api.spotify.com/v1/tracks/1U4mweNwisxNj23ffuC9gO,audio_features,spotify:track:1U4mweNwisxNj23ffuC9gO,0.374
2010,Rihanna,Rude Boy,60jzFy6Nn4M0iD1d94oteF,0.113,https://api.spotify.com/v1/audio-analysis/60jzFy6Nn4M0iD1d94oteF,0.563,222920,0.75,,60jzFy6Nn4M0iD1d94oteF,0,11,0.0788,-4.496,1,0.127,173.906,4,https://api.spotify.com/v1/tracks/60jzFy6Nn4M0iD1d94oteF,audio_features,spotify:track:60jzFy6Nn4M0iD1d94oteF,0.812
2010,Nicki Minaj,Your Love,3bGxiCPouq52ZtI8ybMCX5,0.00204,https://api.spotify.com/v1/audio-analysis/3bGxiCPouq52ZtI8ybMCX5,0.424,245253,0.52,,3bGxiCPouq52ZtI8ybMCX5,0.00413,11,0.411,-10.231,1,0.343,189.613,4,https://api.spotify.com/v1/tracks/3bGxiCPouq52ZtI8ybMCX5,audio_features,spotify:track:3bGxiCPouq52ZtI8ybMCX5,0.184
2010,Ciara Featuring Ludacris,Ride,3RJclnBV8g9mvHPtSzPf7c,0.00131,https://api.spotify.com/v1/audio-analysis/3RJclnBV8g9mvHPtSzPf7c,0.694,274147,0.719,,3RJclnBV8g9mvHPtSzPf7c,1.47E-05,7,0.0714,-4.538,1,0.0484,129.961,4,https://api.spotify.com/v1/tracks/3RJclnBV8g9mvHPtSzPf7c,audio_features,spotify:track:3RJclnBV8g9mvHPtSzPf7c,0.352
2010,Jaheim,Finding My Way Back,1wCJ3JIsNaJK0MYct4Kmrv,0.114,https://api.spotify.com/v1/audio-analysis/1wCJ3JIsNaJK0MYct4Kmrv,0.605,226693,0.622,,1wCJ3JIsNaJK0MYct4Kmrv,0,0,0.15,-5.133,1,0.0425,136.012,3,https://api.spotify.com/v1/tracks/1wCJ3JIsNaJK0MYct4Kmrv,audio_features,spotify:track:1wCJ3JIsNaJK0MYct4Kmrv,0.177
2010,Usher Featuring will.i.am,OMG,1bM50INir8voAkVoKuvEUI,0.198,https://api.spotify.com/v1/audio-analysis/1bM50INir8voAkVoKuvEUI,0.781,269493,0.745,,1bM50INir8voAkVoKuvEUI,1.14E-05,4,0.36,-5.81,0,0.0332,129.998,4,https://api.spotify.com/v1/tracks/1bM50INir8voAkVoKuvEUI,audio_features,spotify:track:1bM50INir8voAkVoKuvEUI,0.326
2010,B.o.B Featuring Bruno Mars,Nothin' On You,59dLtGBS26x7kc0rHbaPrq,0.386,https://api.spotify.com/v1/audio-analysis/59dLtGBS26x7kc0rHbaPrq,0.688,268320,0.853,,59dLtGBS26x7kc0rHbaPrq,0,10,0.0862,-5.814,1,0.0493,103.993,4,https://api.spotify.com/v1/tracks/59dLtGBS26x7kc0rHbaPrq,audio_features,spotify:track:59dLtGBS26x7kc0rHbaPrq,0.743
2010,Trey Songz Featuring Nicki Minaj,Bottoms Up,2IpGdrWvIZipmaxo1YRxw5,0.0205,https://api.spotify.com/v1/audio-analysis/2IpGdrWvIZipmaxo1YRxw5,0.845,242013,0.601,,2IpGdrWvIZipmaxo1YRxw5,0,1,0.385,-5.283,1,0.161,74.008,4,https://api.spotify.com/v1/tracks/2IpGdrWvIZipmaxo1YRxw5,audio_features,spotify:track:2IpGdrWvIZipmaxo1YRxw5,0.329
2010,Usher Featuring Nicki Minaj,Lil Freak,2sdarYql1R0GAdFsdb4LDM,0.000879,https://api.spotify.com/v1/audio-analysis/2sdarYql1R0GAdFsdb4LDM,0.834,234253,0.628,,2sdarYql1R0GAdFsdb4LDM,0.000192,7,0.292,-6.616,1,0.0626,139.958,4,https://api.spotify.com/v1/tracks/2sdarYql1R0GAdFsdb4LDM,audio_features,spotify:track:2sdarYql1R0GAdFsdb4LDM,0.766
2010,Maxwell,Bad Habits,0f62w1teOSaYgKObtzygaR,0.0873,https://api.spotify.com/v1/audio-analysis/0f62w1teOSaYgKObtzygaR,0.661,352280,0.67,,0f62w1teOSaYgKObtzygaR,2.01E-06,11,0.0794,-7.645,0,0.258,148.02,4,https://api.spotify.com/v1/tracks/0f62w1teOSaYgKObtzygaR,audio_features,spotify:track:0f62w1teOSaYgKObtzygaR,0.661
2010,Birdman Featuring Lil Wayne & Drake,Money To Blow,3rMyMv8EjKXoPnaRo2hdJN,0.00932,https://api.spotify.com/v1/audio-analysis/3rMyMv8EjKXoPnaRo2hdJN,0.732,267293,0.872,,3rMyMv8EjKXoPnaRo2hdJN,0,5,0.179,-6.816,0,0.0403,160.015,4,https://api.spotify.com/v1/tracks/3rMyMv8EjKXoPnaRo2hdJN,audio_features,spotify:track:3rMyMv8EjKXoPnaRo2hdJN,0.818
2010,Drake Featuring T.I. & Swizz Beatz,Fancy,3fpTMuD1u3gJlVI4FadVHs,0.328,https://api.spotify.com/v1/audio-analysis/3fpTMuD1u3gJlVI4FadVHs,0.652,319387,0.894,,3fpTMuD1u3gJlVI4FadVHs,0,0,0.354,-5.701,0,0.398,87.59,4,https://api.spotify.com/v1/tracks/3fpTMuD1u3gJlVI4FadVHs,audio_features,spotify:track:3fpTMuD1u3gJlVI4FadVHs,0.262
2010,Usher,Papers,77fP7UixHMYEIFT8NS92Ul,0.0339,https://api.spotify.com/v1/audio-analysis/77fP7UixHMYEIFT8NS92Ul,0.802,261413,0.556,,77fP7UixHMYEIFT8NS92Ul,0,1,0.0958,-5.395,1,0.0418,120.047,4,https://api.spotify.com/v1/tracks/77fP7UixHMYEIFT8NS92Ul,audio_features,spotify:track:77fP7UixHMYEIFT8NS92Ul,0.158
2010,Sade,Soldier Of Love,0bgsj8kz5zWbQ6njk2Oqoz,0.0117,https://api.spotify.com/v1/audio-analysis/0bgsj8kz5zWbQ6njk2Oqoz,0.775,356653,0.572,,0bgsj8kz5zWbQ6njk2Oqoz,0.0291,0,0.0847,-8.427,0,0.0632,90.023,4,https://api.spotify.com/v1/tracks/0bgsj8kz5zWbQ6njk2Oqoz,audio_features,spotify:track:0bgsj8kz5zWbQ6njk2Oqoz,0.64
2010,Jazmine Sullivan,Holding You Down (Goin In Circles),5UdicZrmNt418AmwNixCJP,0.082,https://api.spotify.com/v1/audio-analysis/5UdicZrmNt418AmwNixCJP,0.724,216960,0.872,,5UdicZrmNt418AmwNixCJP,0,8,0.316,-2.706,0,0.14,95.09,4,https://api.spotify.com/v1/tracks/5UdicZrmNt418AmwNixCJP,audio_features,spotify:track:5UdicZrmNt418AmwNixCJP,0.783
2010,Ludacris Featuring Trey Songz,Sex Room,5fc3CYrNkLym4ifJgnJtmv,0.321,https://api.spotify.com/v1/audio-analysis/5fc3CYrNkLym4ifJgnJtmv,0.665,330440,0.69,,5fc3CYrNkLym4ifJgnJtmv,0,11,0.107,-5.856,1,0.0622,116.018,4,https://api.spotify.com/v1/tracks/5fc3CYrNkLym4ifJgnJtmv,audio_features,spotify:track:5fc3CYrNkLym4ifJgnJtmv,0.677
2010,Rick Ross Featuring Styles P,B.M.F. (Blowin' Money Fast),35QGdv6aFbIaLM0Ozr3rHt,0.0174,https://api.spotify.com/v1/audio-analysis/35QGdv6aFbIaLM0Ozr3rHt,0.721,250307,0.863,,35QGdv6aFbIaLM0Ozr3rHt,0,2,0.178,-4.226,1,0.0558,139.981,4,https://api.spotify.com/v1/tracks/35QGdv6aFbIaLM0Ozr3rHt,audio_features,spotify:track:35QGdv6aFbIaLM0Ozr3rHt,0.35
2010,DJ Khaled Featuring T-Pain  Ludacris  Snoop Dogg & Rick Ross,All I Do Is Win,0RIHDrcRAXtUlnkvTYPW1a,0.0135,https://api.spotify.com/v1/audio-analysis/0RIHDrcRAXtUlnkvTYPW1a,0.55,230281,0.779,,0RIHDrcRAXtUlnkvTYPW1a,0,0,0.333,-3.841,1,0.211,150.069,4,https://api.spotify.com/v1/tracks/0RIHDrcRAXtUlnkvTYPW1a,audio_features,spotify:track:0RIHDrcRAXtUlnkvTYPW1a,0.315
2010,Ne-Yo,Champagne Life,7p8l7HiPoz90dg423iURKW,0.143,https://api.spotify.com/v1/audio-analysis/7p8l7HiPoz90dg423iURKW,0.616,323933,0.741,,7p8l7HiPoz90dg423iURKW,0,7,0.347,-4.155,1,0.131,193.069,3,https://api.spotify.com/v1/tracks/7p8l7HiPoz90dg423iURKW,audio_features,spotify:track:7p8l7HiPoz90dg423iURKW,0.593
2010,Kem,Why Would You Stay?,3XC07S7gOwwKNFX3PPqjml,0.261,https://api.spotify.com/v1/audio-analysis/3XC07S7gOwwKNFX3PPqjml,0.6,244053,0.395,,3XC07S7gOwwKNFX3PPqjml,1.01E-06,11,0.138,-6.868,1,0.0336,143.827,4,https://api.spotify.com/v1/tracks/3XC07S7gOwwKNFX3PPqjml,audio_features,spotify:track:3XC07S7gOwwKNFX3PPqjml,0.2
2010,Trey Songz,Can't Be Friends,0H6fDB7YaMZe1rXCmATx9l,0.0643,https://api.spotify.com/v1/audio-analysis/0H6fDB7YaMZe1rXCmATx9l,0.451,220373,0.588,,0H6fDB7YaMZe1rXCmATx9l,0,11,0.171,-7.973,0,0.2,171.849,4,https://api.spotify.com/v1/tracks/0H6fDB7YaMZe1rXCmATx9l,audio_features,spotify:track:0H6fDB7YaMZe1rXCmATx9l,0.332
2010,Maxwell,Pretty Wings,22NLm3IIR9NLG0cUYtmHMW,0.252,https://api.spotify.com/v1/audio-analysis/22NLm3IIR9NLG0cUYtmHMW,0.563,310520,0.402,,22NLm3IIR9NLG0cUYtmHMW,2.07E-06,9,0.0886,-10.496,1,0.0668,115.561,4,https://api.spotify.com/v1/tracks/22NLm3IIR9NLG0cUYtmHMW,audio_features,spotify:track:22NLm3IIR9NLG0cUYtmHMW,0.2
2010,Erykah Badu,Window Seat,74HYrIbnpc2xKCTenv5qKM,0.648,https://api.spotify.com/v1/audio-analysis/74HYrIbnpc2xKCTenv5qKM,0.643,289720,0.535,,74HYrIbnpc2xKCTenv5qKM,0.00213,0,0.0766,-6.795,0,0.0941,82.193,4,https://api.spotify.com/v1/tracks/74HYrIbnpc2xKCTenv5qKM,audio_features,spotify:track:74HYrIbnpc2xKCTenv5qKM,0.564
2010,Dondria,You're The One,0G0ky7lWhrwkds6MobBqvu,0.286,https://api.spotify.com/v1/audio-analysis/0G0ky7lWhrwkds6MobBqvu,0.586,173160,0.59,,0G0ky7lWhrwkds6MobBqvu,0,5,0.0934,-5.274,0,0.0331,115.069,3,https://api.spotify.com/v1/tracks/0G0ky7lWhrwkds6MobBqvu,audio_features,spotify:track:0G0ky7lWhrwkds6MobBqvu,0.431
2010,Waka Flocka Flame,O Let's Do It,0wCC06ziWEkYOif44iFggw,0.0128,https://api.spotify.com/v1/audio-analysis/0wCC06ziWEkYOif44iFggw,0.682,248533,0.513,,0wCC06ziWEkYOif44iFggw,0,1,0.212,-6.312,0,0.396,130.085,4,https://api.spotify.com/v1/tracks/0wCC06ziWEkYOif44iFggw,audio_features,spotify:track:0wCC06ziWEkYOif44iFggw,0.338
2010,Jay-Z + Alicia Keys,Empire State Of Mind,7MI84UJJRc6S0M93jat9Ju,0.00225,https://api.spotify.com/v1/audio-analysis/7MI84UJJRc6S0M93jat9Ju,0.598,278361,0.488,,7MI84UJJRc6S0M93jat9Ju,0,6,0.0648,-7.41,1,0.08,173.403,4,https://api.spotify.com/v1/tracks/7MI84UJJRc6S0M93jat9Ju,audio_features,spotify:track:7MI84UJJRc6S0M93jat9Ju,0.565
2010,Young Money Featuring Gucci Mane,Steady Mobbin',3cSuhzV7wKX5diQ8hos78P,0.0252,https://api.spotify.com/v1/audio-analysis/3cSuhzV7wKX5diQ8hos78P,0.681,310733,0.694,,3cSuhzV7wKX5diQ8hos78P,0,0,0.541,-8.123,0,0.258,156.149,4,https://api.spotify.com/v1/tracks/3cSuhzV7wKX5diQ8hos78P,audio_features,spotify:track:3cSuhzV7wKX5diQ8hos78P,0.659
2010,Cali Swag District,Teach Me How To Dougie,61LtVmmkGr8P9I2tSPvdpf,0.2,https://api.spotify.com/v1/audio-analysis/61LtVmmkGr8P9I2tSPvdpf,0.846,237480,0.438,,61LtVmmkGr8P9I2tSPvdpf,9.43E-05,11,0.0939,-4.981,1,0.141,85.013,4,https://api.spotify.com/v1/tracks/61LtVmmkGr8P9I2tSPvdpf,audio_features,spotify:track:61LtVmmkGr8P9I2tSPvdpf,0.512
2010,Soulja Boy Tell'em,Pretty Boy Swag,,,,,,,"{'status': 400, 'message': 'invalid request'}",,,,,,,,,,,,,
2010,Jay-Z + Swizz Beatz,On To The Next One,5TqlEHd1v9hdOeQoLMBB6t,0.0687,https://api.spotify.com/v1/audio-analysis/5TqlEHd1v9hdOeQoLMBB6t,0.645,256157,0.735,,5TqlEHd1v9hdOeQoLMBB6t,0.000155,11,0.0404,-6.691,1,0.12,88.639,4,https://api.spotify.com/v1/tracks/5TqlEHd1v9hdOeQoLMBB6t,audio_features,spotify:track:5TqlEHd1v9hdOeQoLMBB6t,0.703
2010,T.I. Featuring Keri Hilson,Got Your Back,2aZ8Mfrh353IAYOrXrDtBA,0.0117,https://api.spotify.com/v1/audio-analysis/2aZ8Mfrh353IAYOrXrDtBA,0.553,274526,0.472,,2aZ8Mfrh353IAYOrXrDtBA,0,8,0.398,-12.819,1,0.501,146.841,4,https://api.spotify.com/v1/tracks/2aZ8Mfrh353IAYOrXrDtBA,audio_features,spotify:track:2aZ8Mfrh353IAYOrXrDtBA,0.652
2010,Waka Flocka Flame Featuring Roscoe Dash & Wale,No Hands,03tqyYWC9Um2ZqU0ZN849H,0.00544,https://api.spotify.com/v1/audio-analysis/03tqyYWC9Um2ZqU0ZN849H,0.76,263773,0.595,,03tqyYWC9Um2ZqU0ZN849H,0,1,0.241,-6.366,1,0.0391,131.497,4,https://api.spotify.com/v1/tracks/03tqyYWC9Um2ZqU0ZN849H,audio_features,spotify:track:03tqyYWC9Um2ZqU0ZN849H,0.361
2010,Snoop Dogg,I Wanna Rock,3vNiHPIipR4a4bZKA288CD,0.168,https://api.spotify.com/v1/audio-analysis/3vNiHPIipR4a4bZKA288CD,0.521,235987,0.849,,3vNiHPIipR4a4bZKA288CD,0,5,0.289,-3.238,1,0.318,122.852,5,https://api.spotify.com/v1/tracks/3vNiHPIipR4a4bZKA288CD,audio_features,spotify:track:3vNiHPIipR4a4bZKA288CD,0.431
2010,Usher Featuring Jay-Z,Hot Tottie,1Vot6YSxInL52SGTN0XN9n,0.00155,https://api.spotify.com/v1/audio-analysis/1Vot6YSxInL52SGTN0XN9n,0.654,299333,0.866,,1Vot6YSxInL52SGTN0XN9n,5.38E-06,6,0.0928,-4.332,0,0.286,87.525,4,https://api.spotify.com/v1/tracks/1Vot6YSxInL52SGTN0XN9n,audio_features,spotify:track:1Vot6YSxInL52SGTN0XN9n,0.669
2010,Eminem Featuring Rihanna,Love The Way You Lie,15JINEqzVMv3SvJTAXAKED,0.241,https://api.spotify.com/v1/audio-analysis/15JINEqzVMv3SvJTAXAKED,0.749,263373,0.925,,15JINEqzVMv3SvJTAXAKED,0,10,0.52,-5.034,1,0.227,86.989,4,https://api.spotify.com/v1/tracks/15JINEqzVMv3SvJTAXAKED,audio_features,spotify:track:15JINEqzVMv3SvJTAXAKED,0.641
2010,"Mary Mary Featuring Kierra ""KiKi"" Sheard",God In Me,1ZxwWrMNukjS8sb9TZ0HjU,0.0336,https://api.spotify.com/v1/audio-analysis/1ZxwWrMNukjS8sb9TZ0HjU,0.673,192680,0.673,,1ZxwWrMNukjS8sb9TZ0HjU,0,5,0.214,-5.824,0,0.0948,176.088,4,https://api.spotify.com/v1/tracks/1ZxwWrMNukjS8sb9TZ0HjU,audio_features,spotify:track:1ZxwWrMNukjS8sb9TZ0HjU,0.428
2010,Lil Wayne Featuring Drake,Right Above It,1kMuU3TNQvHbqvXCWBodmP,0.0435,https://api.spotify.com/v1/audio-analysis/1kMuU3TNQvHbqvXCWBodmP,0.376,271947,0.841,,1kMuU3TNQvHbqvXCWBodmP,0,3,0.578,-4.348,0,0.356,76.052,4,https://api.spotify.com/v1/tracks/1kMuU3TNQvHbqvXCWBodmP,audio_features,spotify:track:1kMuU3TNQvHbqvXCWBodmP,0.463
2010,Lyfe Jennings,Statistics,2SKrFsrNoT1CO2uBDd9Ora,0.0159,https://api.spotify.com/v1/audio-analysis/2SKrFsrNoT1CO2uBDd9Ora,0.691,203773,0.547,,2SKrFsrNoT1CO2uBDd9Ora,2.22E-05,1,0.245,-6.071,0,0.0386,133.999,4,https://api.spotify.com/v1/tracks/2SKrFsrNoT1CO2uBDd9Ora,audio_features,spotify:track:2SKrFsrNoT1CO2uBDd9Ora,0.552
2010,Gucci Mane,Lemonade,6rUcS9i07F6okIe8wujs5J,0.643,https://api.spotify.com/v1/audio-analysis/6rUcS9i07F6okIe8wujs5J,0.741,246013,0.658,,6rUcS9i07F6okIe8wujs5J,3.43E-06,7,0.307,-7.758,1,0.0853,142.057,4,https://api.spotify.com/v1/tracks/6rUcS9i07F6okIe8wujs5J,audio_features,spotify:track:6rUcS9i07F6okIe8wujs5J,0.746
