,year,artist,song,track_id,acousticness,analysis_url,danceability,duration_ms,energy,error,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
0,2010,Ke$ha,TiK ToK,5OMwQFBcte0aWFJFqrr5oj,0.0746,https://api.spotify.com/v1/audio-analysis/5OMwQFBcte0aWFJFqrr5oj,0.755,199693.0,0.832,,5OMwQFBcte0aWFJFqrr5oj,1.27e-06,2.0,0.291,-2.741,0.0,0.116,120.032,4.0,https://api.spotify.com/v1/tracks/5OMwQFBcte0aWFJFqrr5oj,audio_features,spotify:track:5OMwQFBcte0aWFJFqrr5oj,0.735
1,2010,Lady Antebellum,Need You Now,11EX5yhxr9Ihl3IN1asrfK,0.0927,https://api.spotify.com/v1/audio-analysis/11EX5yhxr9Ihl3IN1asrfK,0.587,277573.0,0.622,,11EX5yhxr9Ihl3IN1asrfK,0.000636,4.0,0.2,-5.535,1.0,0.0303,107.943,4.0,https://api.spotify.com/v1/tracks/11EX5yhxr9Ihl3IN1asrfK,audio_features,spotify:track:11EX5yhxr9Ihl3IN1asrfK,0.231
2,2010,Train,Hey  Soul Sister,4HlFJV71xXKIGcU3kRyttv,0.185,https://api.spotify.com/v1/audio-analysis/4HlFJV71xXKIGcU3kRyttv,0.673,216773.0,0.886,,4HlFJV71xXKIGcU3kRyttv,0.0,1.0,0.0826,-4.44,0.0,0.0431,97.012,4.0,https://api.spotify.com/v1/tracks/4HlFJV71xXKIGcU3kRyttv,audio_features,spotify:track:4HlFJV71xXKIGcU3kRyttv,0.795
3,2010,Katy Perry Featuring Snoop Dogg,California Gurls,6tS3XVuOyu10897O3ae7bi,0.00446,https://api.spotify.com/v1/audio-analysis/6tS3XVuOyu10897O3ae7bi,0.791,234653.0,0.754,,6tS3XVuOyu10897O3ae7bi,0.0,0.0,0.163,-3.729,1.0,0.0569,125.014,4.0,https://api.spotify.com/v1/tracks/6tS3XVuOyu10897O3ae7bi,audio_features,spotify:track:6tS3XVuOyu10897O3ae7bi,0.425
4,2010,Usher Featuring will.i.am,OMG,1bM50INir8voAkVoKuvEUI,0.198,https://api.spotify.com/v1/audio-analysis/1bM50INir8voAkVoKuvEUI,0.781,269493.0,0.745,,1bM50INir8voAkVoKuvEUI,1.14e-05,4.0,0.36,-5.81,0.0,0.0332,129.998,4.0,https://api.spotify.com/v1/tracks/1bM50INir8voAkVoKuvEUI,audio_features,spotify:track:1bM50INir8voAkVoKuvEUI,0.326
5,2010,B.o.B Featuring Hayley Williams,Airplanes,6lV2MSQmRIkycDScNtrBXO,0.11,https://api.spotify.com/v1/audio-analysis/6lV2MSQmRIkycDScNtrBXO,0.66,180480.0,0.867,,6lV2MSQmRIkycDScNtrBXO,0.0,6.0,0.0368,-4.285,0.0,0.116,93.033,4.0,https://api.spotify.com/v1/tracks/6lV2MSQmRIkycDScNtrBXO,audio_features,spotify:track:6lV2MSQmRIkycDScNtrBXO,0.377
6,2010,Eminem Featuring Rihanna,Love The Way You Lie,15JINEqzVMv3SvJTAXAKED,0.241,https://api.spotify.com/v1/audio-analysis/15JINEqzVMv3SvJTAXAKED,0.749,263373.0,0.925,,15JINEqzVMv3SvJTAXAKED,0.0,10.0,0.52,-5.034,1.0,0.227,86.989,4.0,https://api.spotify.com/v1/tracks/15JINEqzVMv3SvJTAXAKED,audio_features,spotify:track:15JINEqzVMv3SvJTAXAKED,0.641
7,2010,Lady Gaga,Bad Romance,5P5cGNzqh6A353N3ShDK6Y,0.00305,https://api.spotify.com/v1/audio-analysis/5P5cGNzqh6A353N3ShDK6Y,0.697,294573.0,0.921,,5P5cGNzqh6A353N3ShDK6Y,3.65e-05,0.0,0.0831,-3.75,1.0,0.0391,118.99,4.0,https://api.spotify.com/v1/tracks/5P5cGNzqh6A353N3ShDK6Y,audio_features,spotify:track:5P5cGNzqh6A353N3ShDK6Y,0.721
8,2010,Taio Cruz,Dynamite,1DqdF42leyFIzqNDv9CjId,0.00332,https://api.spotify.com/v1/audio-analysis/1DqdF42leyFIzqNDv9CjId,0.754,203867.0,0.804,,1DqdF42leyFIzqNDv9CjId,0.0,4.0,0.0329,-3.177,1.0,0.0853,119.968,4.0,https://api.spotify.com/v1/tracks/1DqdF42leyFIzqNDv9CjId,audio_features,spotify:track:1DqdF42leyFIzqNDv9CjId,0.818
9,2010,Taio Cruz Featuring Ludacris,Break Your Heart,1CdqVF1ywD0ZO1zXtB9yWa,0.00155,https://api.spotify.com/v1/audio-analysis/1CdqVF1ywD0ZO1zXtB9yWa,0.666,186267.0,0.899,,1CdqVF1ywD0ZO1zXtB9yWa,0.0,8.0,0.0677,-4.676,1.0,0.028,122.05,4.0,https://api.spotify.com/v1/tracks/1CdqVF1ywD0ZO1zXtB9yWa,audio_features,spotify:track:1CdqVF1ywD0ZO1zXtB9yWa,0.629
10,2010,B.o.B Featuring Bruno Mars,Nothin' On You,59dLtGBS26x7kc0rHbaPrq,0.386,https://api.spotify.com/v1/audio-analysis/59dLtGBS26x7kc0rHbaPrq,0.688,268320.0,0.853,,59dLtGBS26x7kc0rHbaPrq,0.0,10.0,0.0862,-5.814,1.0,0.0493,103.993,4.0,https://api.spotify.com/v1/tracks/59dLtGBS26x7kc0rHbaPrq,audio_features,spotify:track:59dLtGBS26x7kc0rHbaPrq,0.743
11,2010,Enrique Iglesias Featuring Pitbull,I Like It,4nVyHATevhl5RC6Qmoko5H,0.0253,https://api.spotify.com/v1/audio-analysis/4nVyHATevhl5RC6Qmoko5H,0.659,231787.0,0.935,,4nVyHATevhl5RC6Qmoko5H,0.0,10.0,0.0653,-2.739,0.0,0.107,129.048,4.0,https://api.spotify.com/v1/tracks/4nVyHATevhl5RC6Qmoko5H,audio_features,spotify:track:4nVyHATevhl5RC6Qmoko5H,0.73
12,2010,Young Money Featuring Lloyd,BedRock,3iL2l5gUqyPS6vDwJFgJTR,0.109,https://api.spotify.com/v1/audio-analysis/3iL2l5gUqyPS6vDwJFgJTR,0.732,288133.0,0.659,,3iL2l5gUqyPS6vDwJFgJTR,0.0,8.0,0.141,-6.089,1.0,0.225,148.001,4.0,https://api.spotify.com/v1/tracks/3iL2l5gUqyPS6vDwJFgJTR,audio_features,spotify:track:3iL2l5gUqyPS6vDwJFgJTR,0.575
13,2010,Jason Derulo,In My Head,5BoIP8Eha5hwmRVURkC2Us,0.0266,https://api.spotify.com/v1/audio-analysis/5BoIP8Eha5hwmRVURkC2Us,0.762,199027.0,0.748,,5BoIP8Eha5hwmRVURkC2Us,0.0,0.0,0.348,-4.15,0.0,0.033,110.009,4.0,https://api.spotify.com/v1/tracks/5BoIP8Eha5hwmRVURkC2Us,audio_features,spotify:track:5BoIP8Eha5hwmRVURkC2Us,0.851
14,2010,Rihanna,Rude Boy,60jzFy6Nn4M0iD1d94oteF,0.113,https://api.spotify.com/v1/audio-analysis/60jzFy6Nn4M0iD1d94oteF,0.563,222920.0,0.75,,60jzFy6Nn4M0iD1d94oteF,0.0,11.0,0.0788,-4.496,1.0,0.127,173.906,4.0,https://api.spotify.com/v1/tracks/60jzFy6Nn4M0iD1d94oteF,audio_features,spotify:track:60jzFy6Nn4M0iD1d94oteF,0.812
15,2010,Lady Gaga Featuring Beyonce,Telephone,1IaYWv32nFFMdljBIjMY5T,0.00748,https://api.spotify.com/v1/audio-analysis/1IaYWv32nFFMdljBIjMY5T,0.827,220627.0,0.821,,1IaYWv32nFFMdljBIjMY5T,0.0015,3.0,0.115,-5.864,1.0,0.0419,122.017,4.0,https://api.spotify.com/v1/tracks/1IaYWv32nFFMdljBIjMY5T,audio_features,spotify:track:1IaYWv32nFFMdljBIjMY5T,0.684
16,2010,Katy Perry,Teenage Dream,55qBw1900pZKfXJ6Q9A2Lc,0.0132,https://api.spotify.com/v1/audio-analysis/55qBw1900pZKfXJ6Q9A2Lc,0.719,227760.0,0.804,,55qBw1900pZKfXJ6Q9A2Lc,3.02e-06,10.0,0.139,-4.581,1.0,0.0355,119.999,4.0,https://api.spotify.com/v1/tracks/55qBw1900pZKfXJ6Q9A2Lc,audio_features,spotify:track:55qBw1900pZKfXJ6Q9A2Lc,0.605
17,2010,Bruno Mars,Just The Way You Are,7BqBn9nzAq8spo5e7cZ0dJ,0.0151,https://api.spotify.com/v1/audio-analysis/7BqBn9nzAq8spo5e7cZ0dJ,0.637,220733.0,0.843,,7BqBn9nzAq8spo5e7cZ0dJ,0.0,5.0,0.0876,-5.413,1.0,0.0432,109.012,4.0,https://api.spotify.com/v1/tracks/7BqBn9nzAq8spo5e7cZ0dJ,audio_features,spotify:track:7BqBn9nzAq8spo5e7cZ0dJ,0.434
18,2010,Mike Posner,Cooler Than Me,2V4bv1fNWfTcyRJKmej6Sj,0.179,https://api.spotify.com/v1/audio-analysis/2V4bv1fNWfTcyRJKmej6Sj,0.768,213293.0,0.82,,2V4bv1fNWfTcyRJKmej6Sj,0.0,7.0,0.704,-4.63,0.0,0.0475,129.969,4.0,https://api.spotify.com/v1/tracks/2V4bv1fNWfTcyRJKmej6Sj,audio_features,spotify:track:2V4bv1fNWfTcyRJKmej6Sj,0.625
19,2010,The Black Eyed Peas,Imma Be,5OiLJ8tjUPFiPX2gVM8fxJ,0.184,https://api.spotify.com/v1/audio-analysis/5OiLJ8tjUPFiPX2gVM8fxJ,0.619,257560.0,0.539,,5OiLJ8tjUPFiPX2gVM8fxJ,0.0,0.0,0.288,-6.9,1.0,0.387,145.618,0.0,https://api.spotify.com/v1/tracks/5OiLJ8tjUPFiPX2gVM8fxJ,audio_features,spotify:track:5OiLJ8tjUPFiPX2gVM8fxJ,0.424
20,2010,Jay-Z + Alicia Keys,Empire State Of Mind,7MI84UJJRc6S0M93jat9Ju,0.00225,https://api.spotify.com/v1/audio-analysis/7MI84UJJRc6S0M93jat9Ju,0.598,278361.0,0.488,,7MI84UJJRc6S0M93jat9Ju,0.0,6.0,0.0648,-7.41,1.0,0.08,173.403,4.0,https://api.spotify.com/v1/tracks/7MI84UJJRc6S0M93jat9Ju,audio_features,spotify:track:7MI84UJJRc6S0M93jat9Ju,0.565
21,2010,Usher Featuring Pitbull,DJ Got Us Fallin' In Love,4356Typ82hUiFAynbLYbPn,0.0338,https://api.spotify.com/v1/audio-analysis/4356Typ82hUiFAynbLYbPn,0.663,220800.0,0.861,,4356Typ82hUiFAynbLYbPn,0.0,7.0,0.082,-3.398,0.0,0.109,119.963,4.0,https://api.spotify.com/v1/tracks/4356Typ82hUiFAynbLYbPn,audio_features,spotify:track:4356Typ82hUiFAynbLYbPn,0.654
22,2010,Travie McCoy Featuring Bruno Mars,Billionaire,2M9ULmQwTaTGmAdXaXpfz5,0.297,https://api.spotify.com/v1/audio-analysis/2M9ULmQwTaTGmAdXaXpfz5,0.633,211160.0,0.673,,2M9ULmQwTaTGmAdXaXpfz5,0.0,6.0,0.206,-6.403,0.0,0.258,86.776,4.0,https://api.spotify.com/v1/tracks/2M9ULmQwTaTGmAdXaXpfz5,audio_features,spotify:track:2M9ULmQwTaTGmAdXaXpfz5,0.659
23,2010,Eminem,Not Afraid,7Ie9W94M7OjPoZVV216Xus,0.529,https://api.spotify.com/v1/audio-analysis/7Ie9W94M7OjPoZVV216Xus,0.855,248133.0,0.954,,7Ie9W94M7OjPoZVV216Xus,0.0,0.0,0.205,-1.19,0.0,0.264,114.635,5.0,https://api.spotify.com/v1/tracks/7Ie9W94M7OjPoZVV216Xus,audio_features,spotify:track:7Ie9W94M7OjPoZVV216Xus,0.668
24,2010,Iyaz,Replay,5vlEg2fT4cFWAqU5QptIpQ,0.173,https://api.spotify.com/v1/audio-analysis/5vlEg2fT4cFWAqU5QptIpQ,0.706,182307.0,0.751,,5vlEg2fT4cFWAqU5QptIpQ,0.0,9.0,0.168,-6.323,1.0,0.0708,91.031,4.0,https://api.spotify.com/v1/tracks/5vlEg2fT4cFWAqU5QptIpQ,audio_features,spotify:track:5vlEg2fT4cFWAqU5QptIpQ,0.195
25,2010,David Guetta Featuring Akon,Sexy Chick,4MKzCHlZvkwJOQRNkdw4zq,0.0816,https://api.spotify.com/v1/audio-analysis/4MKzCHlZvkwJOQRNkdw4zq,0.809,194347.0,0.562,,4MKzCHlZvkwJOQRNkdw4zq,0.000418,11.0,0.105,-7.694,0.0,0.0534,130.003,4.0,https://api.spotify.com/v1/tracks/4MKzCHlZvkwJOQRNkdw4zq,audio_features,spotify:track:4MKzCHlZvkwJOQRNkdw4zq,0.798
26,2010,The Script,Breakeven,38xWaVFKaxZlMFvzNff2aW,0.173,https://api.spotify.com/v1/audio-analysis/38xWaVFKaxZlMFvzNff2aW,0.63,261427.0,0.698,,38xWaVFKaxZlMFvzNff2aW,0.0,10.0,0.0789,-4.51,1.0,0.0244,94.023,4.0,https://api.spotify.com/v1/tracks/38xWaVFKaxZlMFvzNff2aW,audio_features,spotify:track:38xWaVFKaxZlMFvzNff2aW,0.529
27,2010,Ke$ha,Your Love Is My Drug,4AboqNl74jNDpJhPfqYDmj,0.0049,https://api.spotify.com/v1/audio-analysis/4AboqNl74jNDpJhPfqYDmj,0.829,187067.0,0.607,,4AboqNl74jNDpJhPfqYDmj,0.0,1.0,0.0986,-3.876,1.0,0.0897,120.044,4.0,https://api.spotify.com/v1/tracks/4AboqNl74jNDpJhPfqYDmj,audio_features,spotify:track:4AboqNl74jNDpJhPfqYDmj,0.766
28,2010,The Black Eyed Peas,I Gotta Feeling,4vp2J1l5RD4gMZwGFLfRAu,0.0823,https://api.spotify.com/v1/audio-analysis/4vp2J1l5RD4gMZwGFLfRAu,0.741,289133.0,0.748,,4vp2J1l5RD4gMZwGFLfRAu,0.0,0.0,0.34,-6.299,1.0,0.0264,127.965,4.0,https://api.spotify.com/v1/tracks/4vp2J1l5RD4gMZwGFLfRAu,audio_features,spotify:track:4vp2J1l5RD4gMZwGFLfRAu,0.6
29,2010,Owl City,Fireflies,3DamFFqW32WihKkTVlwTYQ,0.0294,https://api.spotify.com/v1/audio-analysis/3DamFFqW32WihKkTVlwTYQ,0.591,228347.0,0.649,,3DamFFqW32WihKkTVlwTYQ,0.0,3.0,0.133,-6.72,1.0,0.0417,90.002,4.0,https://api.spotify.com/v1/tracks/3DamFFqW32WihKkTVlwTYQ,audio_features,spotify:track:3DamFFqW32WihKkTVlwTYQ,0.489
30,2010,Trey Songz Featuring Fabolous,Say Aah,2fQ6sBFWaLv2Gxos4igHLy,0.00453,https://api.spotify.com/v1/audio-analysis/2fQ6sBFWaLv2Gxos4igHLy,0.724,207547.0,0.87,,2fQ6sBFWaLv2Gxos4igHLy,0.0,1.0,0.833,-3.614,0.0,0.113,93.01,4.0,https://api.spotify.com/v1/tracks/2fQ6sBFWaLv2Gxos4igHLy,audio_features,spotify:track:2fQ6sBFWaLv2Gxos4igHLy,0.81
31,2010,Drake,Find Your Love,4BycRneKmOs6MhYG9THsuX,0.0246,https://api.spotify.com/v1/audio-analysis/4BycRneKmOs6MhYG9THsuX,0.623,208947.0,0.598,,4BycRneKmOs6MhYG9THsuX,0.0,6.0,0.0324,-5.914,0.0,0.167,96.081,4.0,https://api.spotify.com/v1/tracks/4BycRneKmOs6MhYG9THsuX,audio_features,spotify:track:4BycRneKmOs6MhYG9THsuX,0.822
32,2010,Lady Gaga,Alejandro,15pu8u4n3q4BKl4tF20c5v,0.00043,https://api.spotify.com/v1/audio-analysis/15pu8u4n3q4BKl4tF20c5v,0.632,274213.0,0.789,,15pu8u4n3q4BKl4tF20c5v,0.00144,11.0,0.356,-6.61,0.0,0.0557,98.986,4.0,https://api.spotify.com/v1/tracks/15pu8u4n3q4BKl4tF20c5v,audio_features,spotify:track:15pu8u4n3q4BKl4tF20c5v,0.35
33,2010,Jason Derulo,Ridin' Solo,6BaxqcoEM9r3LXisTyJjST,0.128,https://api.spotify.com/v1/audio-analysis/6BaxqcoEM9r3LXisTyJjST,0.442,215747.0,0.83,,6BaxqcoEM9r3LXisTyJjST,0.0,9.0,0.129,-4.02,1.0,0.146,89.338,4.0,https://api.spotify.com/v1/tracks/6BaxqcoEM9r3LXisTyJjST,audio_features,spotify:track:6BaxqcoEM9r3LXisTyJjST,0.578
34,2010,Nelly,Just A Dream,3ZdJffjzJWFimSQyxgGIxN,0.0421,https://api.spotify.com/v1/audio-analysis/3ZdJffjzJWFimSQyxgGIxN,0.531,237800.0,0.752,,3ZdJffjzJWFimSQyxgGIxN,0.0,1.0,0.12,-6.161,1.0,0.0305,89.917,4.0,https://api.spotify.com/v1/tracks/3ZdJffjzJWFimSQyxgGIxN,audio_features,spotify:track:3ZdJffjzJWFimSQyxgGIxN,0.103
35,2010,Ludacris,How Low,1WtTLtofvcjQM3sXSMkDdX,0.00248,https://api.spotify.com/v1/audio-analysis/1WtTLtofvcjQM3sXSMkDdX,0.784,201587.0,0.498,,1WtTLtofvcjQM3sXSMkDdX,1.23e-06,1.0,0.224,-6.977,1.0,0.0533,143.96,4.0,https://api.spotify.com/v1/tracks/1WtTLtofvcjQM3sXSMkDdX,audio_features,spotify:track:1WtTLtofvcjQM3sXSMkDdX,0.418
36,2010,Far*East Movement Featuring Cataracs & Dev,Like A G6,4DvhkX2ic4zWkQeWMwQ2qf,0.00676,https://api.spotify.com/v1/audio-analysis/4DvhkX2ic4zWkQeWMwQ2qf,0.435,216893.0,0.837,,4DvhkX2ic4zWkQeWMwQ2qf,0.0,3.0,0.117,-8.126,1.0,0.449,124.913,4.0,https://api.spotify.com/v1/tracks/4DvhkX2ic4zWkQeWMwQ2qf,audio_features,spotify:track:4DvhkX2ic4zWkQeWMwQ2qf,0.778
37,2010,Timbaland Featuring Justin Timberlake,Carry Out,2DHc2e5bBn4UzY0ENVFrUl,0.117,https://api.spotify.com/v1/audio-analysis/2DHc2e5bBn4UzY0ENVFrUl,0.478,232467.0,0.569,,2DHc2e5bBn4UzY0ENVFrUl,0.0669,10.0,0.248,-6.764,0.0,0.148,95.988,4.0,https://api.spotify.com/v1/tracks/2DHc2e5bBn4UzY0ENVFrUl,audio_features,spotify:track:2DHc2e5bBn4UzY0ENVFrUl,0.259
38,2010,Michael Buble,Haven't Met You Yet,4fIWvT19w9PR0VVBuPYpWA,0.152,https://api.spotify.com/v1/audio-analysis/4fIWvT19w9PR0VVBuPYpWA,0.615,244587.0,0.733,,4fIWvT19w9PR0VVBuPYpWA,0.0,8.0,0.109,-4.808,1.0,0.0335,122.58,4.0,https://api.spotify.com/v1/tracks/4fIWvT19w9PR0VVBuPYpWA,audio_features,spotify:track:4fIWvT19w9PR0VVBuPYpWA,0.796
39,2010,Flo Rida Featuring David Guetta,Club Can't Handle Me,6ebkx7Q5tTxrCxKq4GYj0Y,0.0283,https://api.spotify.com/v1/audio-analysis/6ebkx7Q5tTxrCxKq4GYj0Y,0.616,234560.0,0.869,,6ebkx7Q5tTxrCxKq4GYj0Y,0.0,0.0,0.064,-3.911,1.0,0.0327,127.966,4.0,https://api.spotify.com/v1/tracks/6ebkx7Q5tTxrCxKq4GYj0Y,audio_features,spotify:track:6ebkx7Q5tTxrCxKq4GYj0Y,0.473
40,2010,Jay Sean Featuring Lil Wayne,Down,7LP4Es66zdY7CyjepqmvAg,0.0149,https://api.spotify.com/v1/audio-analysis/7LP4Es66zdY7CyjepqmvAg,0.663,212107.0,0.693,,7LP4Es66zdY7CyjepqmvAg,0.0,11.0,0.0778,-4.505,0.0,0.0311,66.002,4.0,https://api.spotify.com/v1/tracks/7LP4Es66zdY7CyjepqmvAg,audio_features,spotify:track:7LP4Es66zdY7CyjepqmvAg,0.71
41,2010,La Roux,Bulletproof,6lUY6MoqGgPnA27PHYxem5,0.000698,https://api.spotify.com/v1/audio-analysis/6lUY6MoqGgPnA27PHYxem5,0.686,205733.0,0.898,,6lUY6MoqGgPnA27PHYxem5,4.61e-05,3.0,0.0721,-2.72,0.0,0.052,122.985,4.0,https://api.spotify.com/v1/tracks/6lUY6MoqGgPnA27PHYxem5,audio_features,spotify:track:6lUY6MoqGgPnA27PHYxem5,0.696
42,2010,Jason Derulo,Whatcha Say,67T6l4q3zVjC5nZZPXByU8,0.0444,https://api.spotify.com/v1/audio-analysis/67T6l4q3zVjC5nZZPXByU8,0.615,221253.0,0.711,,67T6l4q3zVjC5nZZPXByU8,0.0,11.0,0.145,-5.507,1.0,0.0779,144.036,4.0,https://api.spotify.com/v1/tracks/67T6l4q3zVjC5nZZPXByU8,audio_features,spotify:track:67T6l4q3zVjC5nZZPXByU8,0.711
43,2010,Justin Bieber Featuring Ludacris,Baby,6epn3r7S14KUqlReYr77hA,0.0544,https://api.spotify.com/v1/audio-analysis/6epn3r7S14KUqlReYr77hA,0.656,214240.0,0.841,,6epn3r7S14KUqlReYr77hA,0.0,5.0,0.122,-5.183,0.0,0.232,65.024,4.0,https://api.spotify.com/v1/tracks/6epn3r7S14KUqlReYr77hA,audio_features,spotify:track:6epn3r7S14KUqlReYr77hA,0.522
44,2010,Adam Lambert,Whataya Want From Me,2rDwdvBma1O1eLzo29p2cr,0.00706,https://api.spotify.com/v1/audio-analysis/2rDwdvBma1O1eLzo29p2cr,0.44,227320.0,0.683,,2rDwdvBma1O1eLzo29p2cr,0.0,11.0,0.0593,-4.732,0.0,0.0489,185.948,4.0,https://api.spotify.com/v1/tracks/2rDwdvBma1O1eLzo29p2cr,audio_features,spotify:track:2rDwdvBma1O1eLzo29p2cr,0.445
45,2010,Taylor Swift,Mine,0dBW6ZsW8skfvoRfgeerBF,0.00265,https://api.spotify.com/v1/audio-analysis/0dBW6ZsW8skfvoRfgeerBF,0.624,230707.0,0.757,,0dBW6ZsW8skfvoRfgeerBF,1.87e-06,7.0,0.189,-2.94,1.0,0.0296,121.07,4.0,https://api.spotify.com/v1/tracks/0dBW6ZsW8skfvoRfgeerBF,audio_features,spotify:track:0dBW6ZsW8skfvoRfgeerBF,0.658
46,2010,Rihanna,Only Girl (In The World),6jAsmDJI8iPhGWtS27kZ67,0.119,https://api.spotify.com/v1/audio-analysis/6jAsmDJI8iPhGWtS27kZ67,0.78,235520.0,0.714,,6jAsmDJI8iPhGWtS27kZ67,4.1e-06,11.0,0.217,-4.155,0.0,0.0382,125.924,4.0,https://api.spotify.com/v1/tracks/6jAsmDJI8iPhGWtS27kZ67,audio_features,spotify:track:6jAsmDJI8iPhGWtS27kZ67,0.666
47,2010,Kris Allen,Live Like We're Dying,51YhN4y2tOvfI0Sv1hoBRo,0.0267,https://api.spotify.com/v1/audio-analysis/51YhN4y2tOvfI0Sv1hoBRo,0.578,212747.0,0.9,,51YhN4y2tOvfI0Sv1hoBRo,0.0,0.0,0.287,-2.501,1.0,0.0443,92.011,4.0,https://api.spotify.com/v1/tracks/51YhN4y2tOvfI0Sv1hoBRo,audio_features,spotify:track:51YhN4y2tOvfI0Sv1hoBRo,0.934
48,2010,Rihanna Featuring Jeezy,Hard,3YJkAQNEhmCZGLdmPsu6Ye,0.0121,https://api.spotify.com/v1/audio-analysis/3YJkAQNEhmCZGLdmPsu6Ye,0.31,250600.0,0.746,,3YJkAQNEhmCZGLdmPsu6Ye,0.0,1.0,0.649,-3.599,1.0,0.111,182.032,4.0,https://api.spotify.com/v1/tracks/3YJkAQNEhmCZGLdmPsu6Ye,audio_features,spotify:track:3YJkAQNEhmCZGLdmPsu6Ye,0.163
49,2010,Jay-Z + Mr. Hudson,Young Forever,1gDH79wGZfVCfYqaOABkQK,0.168,https://api.spotify.com/v1/audio-analysis/1gDH79wGZfVCfYqaOABkQK,0.572,253623.0,0.718,,1gDH79wGZfVCfYqaOABkQK,0.0,9.0,0.175,-9.31,0.0,0.37,140.139,4.0,https://api.spotify.com/v1/tracks/1gDH79wGZfVCfYqaOABkQK,audio_features,spotify:track:1gDH79wGZfVCfYqaOABkQK,0.363
50,2010,Ke$ha Featuring 3OH!3,Blah Blah Blah,7jmqSz6yTrGWI1kNqNYI28,0.0833,https://api.spotify.com/v1/audio-analysis/7jmqSz6yTrGWI1kNqNYI28,0.752,172053.0,0.832,,7jmqSz6yTrGWI1kNqNYI28,0.000265,10.0,0.424,-3.243,1.0,0.0971,120.003,4.0,https://api.spotify.com/v1/tracks/7jmqSz6yTrGWI1kNqNYI28,audio_features,spotify:track:7jmqSz6yTrGWI1kNqNYI28,0.534
51,2010,Trey Songz Featuring Nicki Minaj,Bottoms Up,2IpGdrWvIZipmaxo1YRxw5,0.0205,https://api.spotify.com/v1/audio-analysis/2IpGdrWvIZipmaxo1YRxw5,0.845,242013.0,0.601,,2IpGdrWvIZipmaxo1YRxw5,0.0,1.0,0.385,-5.283,1.0,0.161,74.008,4.0,https://api.spotify.com/v1/tracks/2IpGdrWvIZipmaxo1YRxw5,audio_features,spotify:track:2IpGdrWvIZipmaxo1YRxw5,0.329
52,2010,Jay Sean Featuring Sean Paul & Lil Jon,Do You Remember,7yws3pF3FFguwT2Psi6c15,0.0278,https://api.spotify.com/v1/audio-analysis/7yws3pF3FFguwT2Psi6c15,0.854,210307.0,0.664,,7yws3pF3FFguwT2Psi6c15,0.0,11.0,0.118,-4.88,1.0,0.085,125.84,4.0,https://api.spotify.com/v1/tracks/7yws3pF3FFguwT2Psi6c15,audio_features,spotify:track:7yws3pF3FFguwT2Psi6c15,0.782
53,2010,OneRepublic,All The Right Moves,5XRHGXut00SrJUFmcn2lQF,0.284,https://api.spotify.com/v1/audio-analysis/5XRHGXut00SrJUFmcn2lQF,0.53,238000.0,0.95,,5XRHGXut00SrJUFmcn2lQF,1.01e-05,0.0,0.211,-3.526,1.0,0.0503,146.035,4.0,https://api.spotify.com/v1/tracks/5XRHGXut00SrJUFmcn2lQF,audio_features,spotify:track:5XRHGXut00SrJUFmcn2lQF,0.733
54,2010,Orianthi,According To You,72phhQtfwZcRweweRxxkmU,0.0233,https://api.spotify.com/v1/audio-analysis/72phhQtfwZcRweweRxxkmU,0.619,200347.0,0.917,,72phhQtfwZcRweweRxxkmU,1.21e-05,5.0,0.0986,-2.582,1.0,0.0507,131.002,4.0,https://api.spotify.com/v1/tracks/72phhQtfwZcRweweRxxkmU,audio_features,spotify:track:72phhQtfwZcRweweRxxkmU,0.552
55,2010,Ludacris Featuring Nicki Minaj,My Chick Bad,3bMNprrp2JDKZsGbiXpsJl,0.172,https://api.spotify.com/v1/audio-analysis/3bMNprrp2JDKZsGbiXpsJl,0.624,216933.0,0.723,,3bMNprrp2JDKZsGbiXpsJl,0.0,1.0,0.483,-6.782,1.0,0.378,84.789,4.0,https://api.spotify.com/v1/tracks/3bMNprrp2JDKZsGbiXpsJl,audio_features,spotify:track:3bMNprrp2JDKZsGbiXpsJl,0.757
56,2010,Taylor Swift,You Belong With Me,3GCL1PydwsLodcpv0Ll1ch,0.162,https://api.spotify.com/v1/audio-analysis/3GCL1PydwsLodcpv0Ll1ch,0.687,231133.0,0.783,,3GCL1PydwsLodcpv0Ll1ch,1.35e-05,6.0,0.114,-4.44,1.0,0.0386,129.964,4.0,https://api.spotify.com/v1/tracks/3GCL1PydwsLodcpv0Ll1ch,audio_features,spotify:track:3GCL1PydwsLodcpv0Ll1ch,0.443
57,2010,The Black Eyed Peas,Meet Me Halfway,0xfpx7AiwgSKEtjotea2L6,0.00489,https://api.spotify.com/v1/audio-analysis/0xfpx7AiwgSKEtjotea2L6,0.785,284373.0,0.604,,0xfpx7AiwgSKEtjotea2L6,2.74e-05,11.0,0.25,-6.79,0.0,0.0834,130.03,4.0,https://api.spotify.com/v1/tracks/0xfpx7AiwgSKEtjotea2L6,audio_features,spotify:track:0xfpx7AiwgSKEtjotea2L6,0.436
